""	"logFC"	"logCPM"	"PValue"	"FDR"
"Zm00001eb409750"	10.8793365004236	2.17499187965096	9.68000823511596e-14	2.32165317511021e-09
"Zm00001eb031210"	5.71645632267636	4.49812027285443	5.21859173082215e-13	5.25165350225101e-09
"Zm00001eb006310"	5.74147693627086	4.11048837750617	6.56894617526394e-13	5.25165350225101e-09
"Zm00001eb340550"	-6.93198075547487	2.4935386648124	8.84215110009784e-13	5.30175379961866e-09
"Zm00001eb056970"	-6.02190369109995	3.32994807168482	1.49911894486164e-12	6.53125832640724e-09
"Zm00001eb284350"	5.46999007829561	4.71383832694595	1.6339038508357e-12	6.53125832640724e-09
"Zm00001eb356910"	5.23238428618236	6.30345645638641	2.54814851095267e-12	8.73068484095556e-09
"Zm00001eb384740"	-5.0955627681971	5.25380846662818	1.10944828056392e-11	3.32612594513064e-08
"Zm00001eb371530"	-5.95659993531138	2.79776391779242	1.30131722803883e-11	3.46786582192037e-08
"Zm00001eb272230"	10.1563527702558	1.4573901296171	1.69616565857345e-11	4.06808371552257e-08
"Zm00001eb287790"	-4.97163857956941	5.66827430668758	2.21119423783285e-11	4.82120750910755e-08
"Zm00001eb113780"	5.17929819772885	3.78199589197914	3.06930492062217e-11	6.13451743468352e-08
"Zm00001eb394330"	-6.10649888534563	1.6999586785273	2.98962227238436e-10	5.51562312160511e-07
"Zm00001eb201580"	5.35839085087213	2.17566000553468	3.78218111583282e-10	6.46172974436306e-07
"Zm00001eb187130"	9.68477360160503	0.992695474005883	4.04127527374274e-10	6.46172974436306e-07
"Zm00001eb109440"	4.50355880970613	4.37518193824281	8.79261866104471e-10	1.28427804128583e-06
"Zm00001eb027960"	5.15440048831829	2.19471495594556	9.10303815120877e-10	1.28427804128583e-06
"Zm00001eb056010"	-4.66884738240323	3.43474295014234	1.00236524693219e-09	1.33559600457898e-06
"Zm00001eb418610"	-4.38898324178978	4.54753037809257	1.75764812265377e-09	2.21870697756463e-06
