"logFC"	"logCPM"	"PValue"	"FDR"
"Zm00001eb356910"	5.91235647015458	7.71622020311001	2.22984037432241e-20	5.67182197612649e-16
"Zm00001eb006310"	5.6683183039513	4.6878356011551	5.13371650881946e-18	6.52906065591659e-14
"Zm00001eb187130"	10.8399814348187	2.0165415451074	5.2457235190258e-17	4.44767411433134e-13
"Zm00001eb221790"	6.9358486557915	2.07606643592564	4.78364507867192e-16	3.04191990552747e-12
"Zm00001eb069320"	-4.95581920188981	4.86980264542648	3.35816946731716e-15	1.70836797141359e-11
"Zm00001eb027960"	5.29863220129792	2.96751851262968	1.10893382216432e-14	4.70114011676196e-11
"Zm00001eb141540"	-5.24768525326551	2.98163589462504	5.95426845074282e-14	2.14235916624513e-10
"Zm00001eb031210"	4.52503945199514	5.30579689131839	8.06839901941263e-14	2.14235916624513e-10
"Zm00001eb201580"	5.31672012911275	2.57603931018371	8.92280708403305e-14	2.14235916624513e-10
"Zm00001eb069310"	-4.63896353309416	4.5339822390824	9.10850419734474e-14	2.14235916624513e-10
"Zm00001eb414390"	-4.68907424006798	4.13860951747109	9.26480218143437e-14	2.14235916624513e-10
"Zm00001eb113780"	5.19113738905055	2.60351219147347	1.83405508850257e-13	3.88316393436158e-10
"Zm00001eb032280"	-4.70500009189776	3.70010435771504	1.98463324212536e-13	3.88316393436158e-10
"Zm00001eb122110"	4.42191880005491	4.94728873805815	2.95373021691377e-13	5.36650584267277e-10
"Zm00001eb011820"	4.37534813575621	5.19039016977478	3.69774986491357e-13	6.27039770426277e-10
"Zm00001eb056970"	-9.83507831890651	1.0941669023976	7.77352464201703e-13	1.23579607996466e-09
"Zm00001eb382310"	-6.80216598029125	1.37168136975121	8.26775094743314e-13	1.23705007705241e-09
"Zm00001eb027780"	-5.31498137916579	2.08244567973578	1.87904700675696e-12	2.65530220354834e-09
"Zm00001eb384740"	-4.17529812473888	5.61503977397983	2.08126231482018e-12	2.78626253893506e-09
"Zm00001eb340550"	-4.53178046446242	3.27669612856831	2.51108060069704e-12	3.19359230796649e-09
"Zm00001eb381280"	-5.01163096024665	2.25882523857732	2.95007295037179e-12	3.57324074122176e-09
"Zm00001eb100220"	-4.87681391314054	2.31653232693041	4.33095968944007e-12	5.00737684820898e-09
"Zm00001eb433640"	4.20292019150472	3.98673957646387	5.08990053009779e-12	5.62898738624206e-09
"Zm00001eb287790"	-4.23214663785512	3.94322756043372	6.45521469626575e-12	6.84145170892565e-09
"Zm00001eb009940"	-6.01146510414204	1.50969751881425	8.87986392004121e-12	9.03472874680673e-09
"Zm00001eb139830"	4.50595980139111	2.61267784237426	9.74542657294745e-12	9.53402578113428e-09
"Zm00001eb164960"	-4.19477722066403	3.33109813457245	2.10026993567349e-11	1.97860985495522e-08
"Zm00001eb320970"	4.18163903737287	2.62336334911593	1.10345747390752e-10	1.00241229665399e-07
"Zm00001eb068470"	4.16201769899671	2.60483336210715	1.30219297385042e-10	1.14215794768481e-07
"Zm00001eb332100"	-4.41455298469345	2.19265689075125	1.79137740598833e-10	1.5188491899573e-07
"Zm00001eb000380"	-3.651114328695	5.76568628160837	2.54678319597156e-10	2.08967668944298e-07
"Zm00001eb313920"	-4.75320671091321	1.55416094712909	3.42181306518661e-10	2.7199136601902e-07
"Zm00001eb253580"	-3.61970363849566	4.90752897236665	4.83549273678873e-10	3.72713918948358e-07
"Zm00001eb161610"	4.35505871565513	1.800791352127	5.04947935686553e-10	3.77760461533034e-07
"Zm00001eb225440"	-3.69710546324639	3.85500694548872	5.64750922715891e-10	4.10428699148612e-07
"Zm00001eb135130"	3.67566885820215	3.81905044598673	5.9139274961272e-10	4.17851832754143e-07
"Zm00001eb293270"	-5.98870827671187	0.60872649360446	1.06657165958357e-09	7.33224776572103e-07
"Zm00001eb161390"	-5.01451028912867	1.11053626357842	1.88456226165032e-09	1.26146646545625e-06
"Zm00001eb277660"	-4.08751130161026	2.02215141810897	2.04114565955249e-09	1.33124566657377e-06
"Zm00001eb402150"	-3.75776970547513	2.68972732637492	2.38608326961606e-09	1.51731035114885e-06
"Zm00001eb425130"	3.45993179642885	4.02875411501053	3.12552692052337e-09	1.8982045808118e-06
"Zm00001eb109440"	3.40727886566545	4.73988216610551	3.13432113516651e-09	1.8982045808118e-06
"Zm00001eb170080"	-3.76622070552118	2.4152371256318	3.29751202704689e-09	1.95059339348755e-06
"Zm00001eb291720"	-8.85932772982509	0.180969702230834	3.40547435118236e-09	1.96867376356079e-06
"Zm00001eb068480"	4.24587928038453	1.38323896141236	3.80345343218834e-09	2.14988092224761e-06
"Zm00001eb180830"	-3.72776426254719	2.3801599662517	4.60165641173747e-09	2.54451592367292e-06
"Zm00001eb004670"	-8.7664254009359	0.0957448970930693	6.21807333619003e-09	3.36516836977297e-06
"Zm00001eb410710"	-3.53110657477901	3.01251954940735	6.67779708206333e-09	3.53867597040339e-06
"Zm00001eb365220"	-4.26616544105469	1.35270566028427	7.26543082756737e-09	3.77149997000007e-06
"Zm00001eb412390"	4.59636931091692	0.750615156723719	8.01866418449933e-09	4.02182774683734e-06
"Zm00001eb370870"	3.49667168393088	2.97867744671201	8.06389428717977e-09	4.02182774683734e-06
"Zm00001eb164390"	-3.43980238494525	3.41378367865379	8.91761056207076e-09	4.28326742256707e-06
"Zm00001eb200910"	-5.73602776779979	0.376572315559356	8.92487707957442e-09	4.28326742256707e-06
"Zm00001eb268600"	-3.51844100864613	2.6521076022213	1.26239349607838e-08	5.93944342306419e-06
"Zm00001eb255510"	-3.59177455744066	2.47303102340896	1.28427971484719e-08	5.93944342306419e-06
"Zm00001eb319590"	3.20901603812133	5.46596510997953	1.43117369085207e-08	6.50059535723452e-06
"Zm00001eb275400"	3.30082657394174	3.54143007705165	1.7841768584693e-08	7.96181097754827e-06
"Zm00001eb188120"	-4.46583140618484	0.98896722441261	2.20046600913998e-08	9.65018162215251e-06
"Zm00001eb100020"	3.1032226670849	5.62034391709828	3.33515800618741e-08	1.43784879737937e-05
"Zm00001eb032560"	-4.40002649149349	0.929124035813182	3.55361330529603e-08	1.50649513389183e-05
"Zm00001eb325410"	-3.12695104392006	4.7752526476941	3.67711974210532e-08	1.53329865180641e-05
"Zm00001eb008070"	-3.50111563243485	2.01059888610609	5.40404031991919e-08	2.21705112221717e-05
"Zm00001eb106380"	-4.12581408710941	0.979173657168709	7.09152551261905e-08	2.81843817092153e-05
"Zm00001eb238270"	-4.12581408710941	0.979173657168709	7.09152551261905e-08	2.81843817092153e-05
"Zm00001eb149460"	-2.98050168960751	6.7203124187927	8.52528121087208e-08	3.3329728544536e-05
"Zm00001eb071250"	-3.20966386937213	2.96683206541553	8.64822332103859e-08	3.3329728544536e-05
"Zm00001eb103490"	3.01110538575385	4.23549726749323	1.21130129870471e-07	4.56495865026857e-05
"Zm00001eb325680"	-3.60736714908857	1.58623938709649	1.22038523438537e-07	4.56495865026857e-05
"Zm00001eb256520"	3.26863015819743	2.15471007736986	1.38113140809457e-07	5.09137079656428e-05
"Zm00001eb391230"	-3.3486951298371	1.95911067205978	1.51583899826134e-07	5.50812582282507e-05
"Zm00001eb220710"	3.69122332361057	1.1829070431275	1.56750250027627e-07	5.61563290098974e-05
"Zm00001eb158260"	-4.03107783475641	0.894031774794123	1.64171455127073e-07	5.79981268418367e-05
"Zm00001eb304180"	3.46054031685975	1.44757602232226	1.73154515185826e-07	6.033367463379e-05
"Zm00001eb214550"	3.24498559517685	2.07747802100045	1.76299732477966e-07	6.04446093923095e-05
"Zm00001eb314330"	-4.84943496577786	0.432184934516961	1.78225574163517e-07	6.04446093923095e-05
"Zm00001eb186620"	-8.32017063770935	-0.308421003212443	1.87745475644861e-07	6.20194015389958e-05
"Zm00001eb238440"	-8.32017063770935	-0.308421003212443	1.87745475644861e-07	6.20194015389958e-05
"Zm00001eb377410"	-3.02326981586242	3.45069778288278	1.93586062546692e-07	6.25979865538004e-05
"Zm00001eb011940"	-3.31476984734046	1.92902292026332	1.9441897066167e-07	6.25979865538004e-05
"Zm00001eb344420"	3.39030720230743	1.57323322651711	2.0495113909039e-07	6.51642146737895e-05
"Zm00001eb396520"	2.91907769179388	4.56567131367782	2.11964446541533e-07	6.65620699040793e-05
"Zm00001eb101660"	-3.01576515068638	3.26748725763095	2.27627449763327e-07	7.06089245387802e-05
"Zm00001eb366200"	-3.06341009748784	2.94492343175825	2.41838567074018e-07	7.26893758762469e-05
"Zm00001eb169020"	-3.22488740816144	2.20974382284318	2.44596105878244e-07	7.26893758762469e-05
"Zm00001eb352370"	3.2425684327499	1.82680234246417	2.45590162543964e-07	7.26893758762469e-05
"Zm00001eb357070"	-2.93641944357097	4.14603535578232	2.45765306076318e-07	7.26893758762469e-05
"Zm00001eb068650"	-3.03843504144895	2.99045286156801	2.60387709825986e-07	7.61289860590089e-05
"Zm00001eb240340"	-3.50914912731477	1.49865825481869	2.73510220358227e-07	7.9056885966271e-05
"Zm00001eb248930"	-2.89979032201966	4.37963316064585	2.83091575455488e-07	8.09069361043349e-05
"Zm00001eb283480"	3.16037372359207	2.00181548030222	3.5019344232907e-07	9.89724488786914e-05
"Zm00001eb170590"	-2.94088613975655	3.40179977101487	3.67784143020688e-07	0.000102801730350266
"Zm00001eb042070"	-3.36859591975868	1.60443972951684	3.8811656577138e-07	0.000106418729903646
"Zm00001eb428800"	-2.98206408483314	2.97353944764811	3.89091912291204e-07	0.000106418729903646
"Zm00001eb092230"	2.84853341153449	4.41784701100808	3.96756353083888e-07	0.000107360580819593
"Zm00001eb323370"	-8.21862127252769	-0.399060691768982	4.09018206993786e-07	0.000109513548558884
"Zm00001eb118450"	-3.35993823959325	1.59679150498463	4.1923129077841e-07	0.00011107882408583
"Zm00001eb156820"	-3.02273571367282	2.64426479395789	4.48304578274069e-07	0.000117557476834837
"Zm00001eb374990"	-3.01851527452962	2.59841755217394	4.87775135465847e-07	0.000126602534139891
"Zm00001eb313700"	-2.81114243343944	4.711788827528	5.29451680095451e-07	0.000134918507997651
"Zm00001eb037600"	-3.07390161410096	2.41541016092846	5.30423447073639e-07	0.000134918507997651
"Zm00001eb175950"	-3.27972147276543	1.62854146386811	5.66207012210585e-07	0.000142594470916717
"Zm00001eb011990"	8.16475018558355	-0.584494156883237	7.02672304322655e-07	0.000175227183654422
"Zm00001eb034240"	-5.13258381622891	-0.165952256318878	7.21514458925841e-07	0.000178179046380948
"Zm00001eb185110"	-4.27085136428206	0.434746577032163	7.40245492304046e-07	0.000181046964829286
"Zm00001eb295010"	2.73421378454597	5.87782641687995	7.47363265320256e-07	0.000181046971587486
"Zm00001eb309340"	-3.82061457536524	0.706701496286739	7.71123478769724e-07	0.000185040535905535
"Zm00001eb069040"	-2.79761950454865	3.9090501079267	8.22507369906947e-07	0.00019288383063549
"Zm00001eb377390"	-4.64339196818952	0.247239119136925	8.26558324393316e-07	0.00019288383063549
"Zm00001eb344810"	4.01240162334729	0.212137418794858	8.26558324393316e-07	0.00019288383063549
"Zm00001eb106430"	-2.70115804546788	6.85661359194825	8.88837090416323e-07	0.000205531456652996
"Zm00001eb166200"	-8.07104611642182	-0.529798559094716	9.27527441705907e-07	0.000211518862616523
"Zm00001eb260830"	-2.83664920401311	3.26340292229695	9.31361558934209e-07	0.000211518862616523
"Zm00001eb338750"	-3.17239365560995	1.62994065124214	1.00780119982689e-06	0.000226853374502627
"Zm00001eb316870"	-2.69707989292886	5.84556172261957	1.03340034882346e-06	0.0002305751866024
"Zm00001eb342740"	2.77682622492129	3.51606894711571	1.04599493468838e-06	0.000231355888336815
"Zm00001eb167980"	-5.07136320976716	-0.219914644779931	1.14943419736714e-06	0.000252043174519228
"Zm00001eb254440"	-2.87094172410207	2.74163484319045	1.26459868429636e-06	0.000274925915673182
"Zm00001eb016090"	3.16284109293207	1.37000749108073	1.34993608084435e-06	0.000289203472918017
"Zm00001eb170830"	-2.75363591567086	3.589311332591	1.35987036451128e-06	0.000289203472918017
"Zm00001eb155120"	-2.81047508981466	3.14087004956119	1.36438185053318e-06	0.000289203472918017
"Zm00001eb202270"	-5.03975030790538	-0.247693127483777	1.4582422560361e-06	0.000303533358173812
"Zm00001eb158480"	-5.03975030790538	-0.247693127483777	1.4582422560361e-06	0.000303533358173812
"Zm00001eb260800"	-3.40626286850045	0.973272672098904	1.46778593550003e-06	0.000303533358173812
"Zm00001eb360750"	2.64899902714502	5.68215358837599	1.49340026599976e-06	0.000306339751338467
"Zm00001eb251520"	-2.73012528037427	3.7083988797482	1.54842542973614e-06	0.000314992066370393
"Zm00001eb371530"	-2.71448119043208	3.938769614245	1.57068620887798e-06	0.000314992066370393
"Zm00001eb376890"	2.70065277684366	3.85999719975555	1.57273126391885e-06	0.000314992066370393
"Zm00001eb187190"	-7.9911822909554	-0.600038017004194	1.64052472682679e-06	0.000324494009212517
"Zm00001eb220760"	-3.39260580898625	0.961353739166003	1.64568828386597e-06	0.000324494009212517
"Zm00001eb023420"	-2.64272297352584	5.54885017846827	1.6751129362891e-06	0.00032775517421115
"Zm00001eb197310"	-3.10206357414924	1.5686784441979	1.715820525002e-06	0.000333157334915655
"Zm00001eb295650"	2.6713639647094	4.20971377832698	1.81330378506305e-06	0.000349418144521696
"Zm00001eb103680"	-3.70262394065567	0.602849453077562	2.0423723413484e-06	0.000390599871237127
"Zm00001eb035600"	-4.52816961714746	0.144810990941016	2.07147608623902e-06	0.000393209445743102
"Zm00001eb154070"	2.76217009532863	2.67159446078979	2.09834982316514e-06	0.000394006796824321
"Zm00001eb216880"	2.59131577129319	6.85541241970702	2.11039676223441e-06	0.000394006796824321
"Zm00001eb107100"	-3.15500701185897	1.41723141444877	2.12315927789668e-06	0.000394006796824321
"Zm00001eb023220"	-3.27876303302819	1.02190773368074	2.13763712697579e-06	0.000394006796824321
"Zm00001eb146840"	2.79439053324601	2.48793851615244	2.17129063278595e-06	0.000394731583639986
